Species,Code,Dataset,BIOME,,GF,Decid/E'green,Needle/Broad lf,C3C4,N2-fixer,log LL,log LMA,log Nmass,log Narea,log Gs,log Parea,log Amass,log Aarea
Jasminum odoratisimum,2210,Villar_Canary_Is_xeric,WLAND,,S,E,,,N,0,2.18923758,0.3063935,0.49563108,0,0,0,0
Juniperus phoenicea,2211,Villar_Canary_Is_xeric,WLAND,,T,E,,,N,0,2.199091219,-0.075204004,0.123887215,0,0,0,0
Olea europaea,2212,Villar_Canary_Is_xeric,WLAND,,T,E,B,C3,N,0,2.293141483,0.250360954,0.543502437,0,0,0,0
Pinus canariensis,2213,Villar_Canary_Is_xeric,WLAND,,T,E,,,N,0,1.837543618,0.095035031,-0.067421351,0,0,0,0
Rumex lunaria,2214,Villar_Canary_Is_xeric,WLAND,,S,D,,,N,0,1.97025387,0.331279064,0.301532934,0,0,0,0
Alnus rhombifolia,2215,Villar_California_forest,TEMP_FOR,,T,D,,,Y,0,1.986099625,0.3526648,0.338764425,0,0,0,0
Quercus lobata,2216,Villar_California_forest,TEMP_FOR,,T,D,,,N,0,2.117668941,0.31122391,0.428892851,0,0,0,0
Quercus keloggii,2217,Villar_California_forest,TEMP_FOR,,T,D,,,N,0,2.070887144,0.197693975,0.268581119,0,0,0,0
Quercus douglasii,2218,Villar_California_forest,TEMP_FOR,,T,D,,,N,0,2.101575246,0.235275877,0.336851123,0,0,0,0
Aesculus californica,2219,Villar_California_forest,TEMP_FOR,,T,D,,,N,0,1.856426772,0.305673746,0.162100518,0,0,0,0
Salix laevigata,2220,Villar_California_forest,TEMP_FOR,,T,D,,,N,0,2.083395108,0.265289626,0.348684734,0,0,0,0
Heteromeles arbutifolia,2221,Villar_California_forest,TEMP_FOR,,S,E,B,C3,N,0,2.285197123,-0.165261481,0.119935642,0,0,0,0
Rhamnus californica,2222,Villar_California_forest,TEMP_FOR,,S,E,B,C3,N,0,1.971461405,0.126780577,0.098241982,0,0,0,0
Quercus agrifolia,2223,Villar_California_forest,TEMP_FOR,,T,E,,C3,N,0,2.254693059,0.037227235,0.291920294,0,0,0,0
Arbutus menziesii,2224,Villar_California_forest,TEMP_FOR,,T,E,B,C3,N,0,2.156791368,0.083860801,0.240652169,0,0,0,0
Adenostoma fasciculatum,2225,Villar_California_chaparral,WLAND,,S,E,,C3,N,0,2.276530734,-0.116054805,0.160475929,0,0,0,0
Arctostaphylos crustacea,2226,Villar_California_chaparral,WLAND,,S,E,,,N,0,2.391645462,0.010723865,0.402369328,0,0,0,0
Ceanothus cuneatus,2227,Villar_California_chaparral,WLAND,,S,E,,C3,N,0,2.443403817,0.122215878,0.565619695,0,0,0,0
Diplacus aurantiacus,2228,Villar_California_chaparral,WLAND,,S,E,,,N,0,2.079181246,0.248463718,0.327644964,0,0,0,0
Eriodictyon californicum,2229,Villar_California_chaparral,WLAND,,S,E,,C3,N,0,2.435923958,-0.01300446,0.422919498,0,0,0,0
Lepechinia calycina,2230,Villar_California_chaparral,WLAND,,S,D,,C3,N,0,2.053078443,0.467608106,0.520686549,0,0,0,0
Berberis ilicifolia,2231,Villar_Tierra_del_Fuego,WLAND,,T,E,,,N,0,2.312685006,0.069298012,0.381983019,0,0,0,0
Drimys winteri,2232,Villar_Tierra_del_Fuego,WLAND,,T,E,B,C3,N,0,2.164085057,-0.057495894,0.106589164,0,0,0,0
Embothrium coccineum,2233,Villar_Tierra_del_Fuego,WLAND,,T,E,B,C3,N,0,2.10704029,0.07809415,0.185134441,0,0,0,0
Maytenus magellanica,2234,Villar_Tierra_del_Fuego,WLAND,,T,E,,,N,0,2.135323508,0,0.135323508,0,0,0,0
Nothofagus antarctica,2235,Villar_Tierra_del_Fuego,WLAND,,T,D,,,N,0,1.964353929,0.383150854,0.347504783,0,0,0,0
Nothofagus betuloides,2236,Villar_Tierra_del_Fuego,WLAND,,T,E,B,C3,N,0,2.177305584,0.106394903,0.283700487,0,0,0,0
Nothofagus pumilio,2237,Villar_Tierra_del_Fuego,WLAND,,T,D,,,N,0,1.736794755,0.349665984,0.086460739,0,0,0,0
Artemisia tridentata,2238,Villar_Chihuahua,DESERT,,S,E,B,C3,N,0,2.117692125,0.203353048,0.321045173,0,0,0,0
Chilopsis linearis,2239,Villar_Chihuahua,DESERT,,T,D,,,N,0,2.366422957,0.188646171,0.555069128,0,0,0,0
Chrysothamnus nauseosus,2240,Villar_Chihuahua,DESERT,,S,E,,,N,0,2.08719913,0.286455572,0.373654701,0,0,0,0
Flourensia cernua,2241,Villar_Chihuahua,DESERT,,S,D,,,N,0,2.06403472,0.386737539,0.450772259,0,0,0,0
Larrea tridentata,2242,Villar_Chihuahua,DESERT,,S,E,B,C3,N,0,2.084254459,0.379278498,0.463532957,0,0,0,0
Simmondsia chinensis,2243,Villar_Chihuahua,DESERT,,S,E,,,N,0,2.293943436,0.235461278,0.529404713,0,0,0,0
Carya tomentosa,2244,Villar_N_Carolina_forest,TEMP_FOR,,T,D,,,N,0,1.554610285,0.214341206,-0.231048509,0,0,0,0
Chionanthus virginicus,2245,Villar_N_Carolina_forest,TEMP_FOR,,T,D,,,N,0,1.538322333,0.245423579,-0.216254088,0,0,0,0
Cornus florida,2246,Villar_N_Carolina_forest,TEMP_FOR,,T,D,B,C3,N,0,1.635182049,0.179750223,-0.185067728,0,0,0,0
Ilex opaca,2247,Villar_N_Carolina_forest,TEMP_FOR,,T,E,,,N,0,2.133059643,0.048813786,0.181873428,0,0,0,0
Liquidambar styraciflua,2248,Villar_N_Carolina_forest,TEMP_FOR,,T,D,B,,N,0,1.854002233,0.161741036,0.015743269,0,0,0,0
Liriodendron tulipifera,2249,Villar_N_Carolina_forest,TEMP_FOR,,T,D,B,C3,N,0,1.550839605,0.205418209,-0.243742185,0,0,0,0
Platanus occidentalis,2250,Villar_N_Carolina_forest,TEMP_FOR,,T,D,B,C3,N,0,1.633064273,0.302243022,-0.064692706,0,0,0,0
Populus heterophylla,2251,Villar_N_Carolina_forest,TEMP_FOR,,T,D,,,N,0,1.843481943,0.380697922,0.224179865,0,0,0,0
Acer rubrum,2252,Villar_Toronto,TEMP_FOR,,T,D,B,C3,N,0,1.646621799,0.298320903,-0.055057298,0,0,0,0
Betula papyrifera,2253,Villar_Toronto,TEMP_FOR,,T,D,B,C3,N,0,1.92701801,0.278731886,0.205749896,0,0,0,0
Populus tremuloides,2254,Villar_Toronto,TEMP_FOR,,T,D,B,C3,N,0,1.909949551,0.270439384,0.180388935,0,0,0,0
Quercus rubra,2255,Villar_Toronto,TEMP_FOR,,T,D,B,C3,N,0,1.917337116,0.313295304,0.23063242,0,0,0,0
Salix arctica,2256,Villar_Devon_Is_Canada,TUNDRA,,S,D,,,N,0,1.877083257,0.698122042,0.575205299,0,0,0,0
Dryas integrifolia,2257,Villar_Devon_Is_Canada,TUNDRA,,S,E,,,N,0,2.026165409,0.002105559,0.028270968,0,0,0,0
Cassiope tetragona,2258,Villar_Devon_Is_Canada,TUNDRA,,S,E,B,C3,N,0,2.04348017,0.243218678,0.286698848,0,0,0,0
Arctostaphylos uva-ursi,2259,Villar_Andaluc’a_xeric,WLAND,,S,E,B,C3,N,0,2.503070352,-0.15490196,0.348168392,0,0,0,0
Cistus albidus,2260,Villar_Andaluc’a_xeric,WLAND,,S,E,B,C3,N,0,2.26760624,0.053078443,0.320684684,0,0,0,0
Cistus ladanifer,2261,Villar_Andaluc’a_xeric,WLAND,,S,E,,,N,0,2.455931956,0.230448921,0.686380877,0,0,0,0
Cistus libanotis,2262,Villar_Andaluc’a_xeric,WLAND,,S,E,,,N,0,2.433091345,0.178976947,0.612068292,0,0,0,0
Cistus monspeliensis,2263,Villar_Andaluc’a_xeric,WLAND,,S,E,B,C3,N,0,2.378512135,0.113943352,0.492455488,0,0,0,0
Cistus salvifolius,2264,Villar_Andaluc’a_xeric,WLAND,,S,E,B,C3,N,0,1.978810701,0.220108088,0.198918789,0,0,0,0
Halimium commutatum,2265,Villar_Andaluc’a_xeric,WLAND,,S,E,,,N,0,2.468648835,-0.036212173,0.432436663,0,0,0,0
Halimium halimifolium,2266,Villar_Andaluc’a_xeric,WLAND,,S,E,,,N,0,2.216739767,0.133538908,0.350278675,0,0,0,0
Halimium umbellatum,2267,Villar_Andaluc’a_xeric,WLAND,,S,E,,,N,0,2.448916135,0.103803721,0.552719856,0,0,0,0
Juniperus communis,2268,Villar_Andaluc’a_xeric,WLAND,,T,E,N,C3,N,0,2.176525771,-0.142667504,0.033858267,0,0,0,0
Juniperus oophora,2269,Villar_Andaluc’a_xeric,WLAND,,T,E,,,N,0,0,-0.060480747,0,0,0,0,0
Lavandula stoechas,2270,Villar_Andaluc’a_xeric,WLAND,,S,E,,,N,0,2.200569843,0.195899652,0.396469496,0,0,0,0
Olea europaea,2271,Villar_Andaluc’a_xeric,WLAND,,T,E,B,C3,N,0,2.297569464,0.193124598,0.490694062,0,0,0,0
Phillyrea angustifolia,2272,Villar_Andaluc’a_xeric,WLAND,,T,E,,,N,0,2.370590401,0.198657087,0.569247488,0,0,0,0
Phlomis purpurea,2273,Villar_Andaluc’a_xeric,WLAND,,S,E,,,N,0,0,0.40654018,0,0,0,0,0
Pinus pinaster,2274,Villar_Andaluc’a_xeric,WLAND,,T,E,,,N,0,0,-0.161150909,0,0,0,0,0
Pistacia lentiscus,2275,Villar_Andaluc’a_xeric,WLAND,,T,E,B,C3,N,0,2.335358024,0.404833717,0.740191741,0,0,0,0
Quercus coccifera,2276,Villar_Andaluc’a_xeric,WLAND,,S,E,B,C3,N,0,2.218747406,0.155336037,0.374083443,0,0,0,0
Quercus rotundifolia,2277,Villar_Andaluc’a_xeric,WLAND,,T,E,,,N,0,2.227165073,0.247973266,0.475138339,0,0,0,0
Rosmarinus officinalis,2278,Villar_Andaluc’a_xeric,WLAND,,S,E,,,N,0,2.333669256,0.079181246,0.412850502,0,0,0,0
Arbutus unedo,2279,Villar_Andaluc’a_mesic,WLAND,,T,E,B,C3,N,0,2.188626103,0.004321374,0.192947477,0,0,0,0
Calluna vulgaris,2280,Villar_Andaluc’a_mesic,WLAND,,S,E,,,N,0,2.148130399,-0.207608311,-0.059477911,0,0,0,0
Ceratonia siliqua,2281,Villar_Andaluc’a_mesic,WLAND,,T,E,B,C3,Y,0,2.300162274,0.117271296,0.41743357,0,0,0,0
Cistus laurifolius,2282,Villar_Andaluc’a_mesic,WLAND,,S,E,,,N,0,2.470056598,0.161368002,0.631424601,0,0,0,0
Cistus populifolius,2283,Villar_Andaluc’a_mesic,WLAND,,S,E,,,N,0,2.313989709,0.123851641,0.43784135,0,0,0,0
Crataegus monogyna,2284,Villar_Andaluc’a_mesic,WLAND,,T,D,B,C3,N,0,1.973466735,0.096910013,0.070376748,0,0,0,0
Erica scoparia,2285,Villar_Andaluc’a_mesic,WLAND,,S,E,,,N,0,2.209081805,0.127104798,0.336186603,0,0,0,0
Ficus carica,2286,Villar_Andaluc’a_mesic,WLAND,,T,D,B,,N,0,2.060730414,0.278753601,0.339484015,0,0,0,0
Frangula alnus,2287,Villar_Andaluc’a_mesic,WLAND,,T,D,,,N,0,1.85062691,0.361727836,0.212354746,0,0,0,0
Fraxinus angustifolia,2288,Villar_Andaluc’a_mesic,WLAND,,T,D,B,C3,N,0,1.874193542,0.328379603,0.202573145,0,0,0,0
Fraxinus ornus,2289,Villar_Andaluc’a_mesic,WLAND,,T,D,,,N,0,2.194499142,0.305351369,0.499850511,0,0,0,0
Myrtus communis,2290,Villar_Andaluc’a_mesic,WLAND,,S,E,B,C3,N,0,1.983384452,0.176091259,0.159475711,0,0,0,0
Nerium oleander,2291,Villar_Andaluc’a_mesic,WLAND,,S,E,B,C3,N,0,2.258612008,0.1430148,0.401626808,0,0,0,0
Populus alba,2292,Villar_Andaluc’a_mesic,WLAND,,T,D,B,C3,N,0,1.930961235,0.220108088,0.151069323,0,0,0,0
Pyrus bourgeana,2293,Villar_Andaluc’a_mesic,WLAND,,T,D,,,N,0,1.927750102,0.247973266,0.175723369,0,0,0,0
Quercus faginea,2294,Villar_Andaluc’a_mesic,WLAND,,T,D,,,N,0,2.037630664,0.225309282,0.262939946,0,0,0,0
Quercus lusitanica,2295,Villar_Andaluc’a_mesic,WLAND,,S,D,,,N,0,2.169860613,0.158362492,0.328223105,0,0,0,0
Quercus pyrenaica,2296,Villar_Andaluc’a_mesic,WLAND,,T,D,,,N,0,1.889309303,0.285557309,0.174866612,0,0,0,0
Quercus suber,2297,Villar_Andaluc’a_mesic,WLAND,,T,E,,,N,0,2.150580586,0.278753601,0.429334187,0,0,0,0
Rubus ulmifolius,2298,Villar_Andaluc’a_mesic,WLAND,,S,E,,,N,0,1.924088239,0.309630167,0.233718406,0,0,0,0
Salix sp,2299,Villar_Andaluc’a_mesic,WLAND,,V,E,,,N,0,2.071450533,0.276461804,0.347912337,0,0,0,0
Smilax aspera,2300,Villar_Andaluc’a_mesic,WLAND,,T,D,,,N,0,2.028724151,0.338456494,0.367180645,0,0,0,0
Vitis vinifera,2301,Villar_Andaluc’a_mesic,WLAND,,V,D,,,N,0,1.801893001,0.385606274,0.187499275,0,0,0,0
Anthonotha gracilliflora,2302,"Villar_Douala-Edea Forest, Cameroon",TROP_RF,,T,E,,,Y,0,0,0.336459734,0,0,0,0,0
Anthonotha macrophylla,2303,"Villar_Douala-Edea Forest, Cameroon",TROP_RF,,T,E,,,Y,0,0,0.401400541,0,0,0,0,0
Barteria fistulosa,2304,"Villar_Douala-Edea Forest, Cameroon",TROP_RF,,T,E,,,N,0,0,0.369215857,0,0,0,0,0
Berlinia auriculata,2305,"Villar_Douala-Edea Forest, Cameroon",TROP_RF,,T,E,,,Y,0,0,0.301029996,0,0,0,0,0
Cissus producta,2306,"Villar_Douala-Edea Forest, Cameroon",TROP_RF,,T,E,,,N,0,0,0.309630167,0,0,0,0,0
Coula edulis,2307,"Villar_Douala-Edea Forest, Cameroon",TROP_RF,,T,E,,,N,0,0,0.220108088,0,0,0,0,0
Deidamia clematoides,2308,"Villar_Douala-Edea Forest, Cameroon",TROP_RF,,T,E,,,N,0,0,0.444044796,0,0,0,0,0
Dichostemma caloneura,2309,"Villar_Douala-Edea Forest, Cameroon",TROP_RF,,T,E,,,N,0,0,0.553883027,0,0,0,0,0
Dichostemma glaucens,2310,"Villar_Douala-Edea Forest, Cameroon",TROP_RF,,T,E,,,N,0,0,0.346352974,0,0,0,0,0
Diospyros dendo,2311,"Villar_Douala-Edea Forest, Cameroon",TROP_RF,,T,E,,,N,0,0,0.139879086,0,0,0,0,0
Diospyros hoyleana,2312,"Villar_Douala-Edea Forest, Cameroon",TROP_RF,,T,E,,,N,0,0,0.245512668,0,0,0,0,0
Garcinia mannii,2313,"Villar_Douala-Edea Forest, Cameroon",TROP_RF,,T,E,,,N,0,0,0.120573931,0,0,0,0,0
Garcinia ovalifolia,2314,"Villar_Douala-Edea Forest, Cameroon",TROP_RF,,T,E,,,N,0,0,0.181843588,0,0,0,0,0
Leptaulus daphnoides,2315,"Villar_Douala-Edea Forest, Cameroon",TROP_RF,,T,E,,,N,0,0,0.217483944,0,0,0,0,0
Librevillea klainei,2316,"Villar_Douala-Edea Forest, Cameroon",TROP_RF,,T,E,,,Y,0,0,0.190331698,0,0,0,0,0
Lophira alata,2317,"Villar_Douala-Edea Forest, Cameroon",TROP_RF,,T,D,,,N,0,0,0.240549248,0,0,0,0,0
Mammea africana,2318,"Villar_Douala-Edea Forest, Cameroon",TROP_RF,,T,E,,,N,0,0,0.139879086,0,0,0,0,0
Protomegabaria tapfiana,2319,"Villar_Douala-Edea Forest, Cameroon",TROP_RF,,T,E,,,N,0,0,0.227886705,0,0,0,0,0
Rauvolfia vomitoria,2320,"Villar_Douala-Edea Forest, Cameroon",TROP_RF,,T,E,,,N,0,0,0.416640507,0,0,0,0,0
Trichoscypha patens,2321,"Villar_Douala-Edea Forest, Cameroon",TROP_RF,,T,E,,,N,0,0,0.206825876,0,0,0,0,0
Uapaca staudtii,2322,"Villar_Douala-Edea Forest, Cameroon",TROP_RF,,T,E,,,N,0,0,0.225309282,0,0,0,0,0
Bosqueia phoberos,2323,"Villar_Kibale Forest, Uganda",TROP_RF,,T,E,,,N,0,0,0.382017043,0,0,0,0,0
Cassipourea ruwenzoriensis,2324,"Villar_Kibale Forest, Uganda",TROP_RF,,T,E,,,N,0,0,0.462397998,0,0,0,0,0
Celtis africana,2325,"Villar_Kibale Forest, Uganda",TROP_RF,,T,D,B,C3,N,0,0,0.397940009,0,0,0,0,0
Celtis durandii,2326,"Villar_Kibale Forest, Uganda",TROP_RF,,T,D,,,N,0,0,0.475671188,0,0,0,0,0
Chaetachme aristata,2327,"Villar_Kibale Forest, Uganda",TROP_RF,,T,D,B,C3,N,0,0,0.463892989,0,0,0,0,0
Dombeya mukole,2328,"Villar_Kibale Forest, Uganda",TROP_RF,,T,E,,,N,0,0,0.536558443,0,0,0,0,0
Erythrina excelsa,2329,"Villar_Kibale Forest, Uganda",TROP_RF,,T,E,,,Y,0,0,0.487138375,0,0,0,0,0
Funtumia latifolia,2330,"Villar_Kibale Forest, Uganda",TROP_RF,,T,E,,,N,0,0,0.397940009,0,0,0,0,0
Markhamia platycalyx,2331,"Villar_Kibale Forest, Uganda",TROP_RF,,T,E,,,N,0,0,0.45484486,0,0,0,0,0
Milletia dura,2332,"Villar_Kibale Forest, Uganda",TROP_RF,,T,E,,,Y,0,0,0.631443769,0,0,0,0,0
Pancovia turbinata,2333,"Villar_Kibale Forest, Uganda",TROP_RF,,T,E,,,N,0,0,0.352182518,0,0,0,0,0
Parinari excelsa,2334,"Villar_Kibale Forest, Uganda",TROP_RF,,T,E,,,N,0,0,0.269512944,0,0,0,0,0
Strombosia scheffleri,2335,"Villar_Kibale Forest, Uganda",TROP_RF,,T,E,,,N,0,0,0.456366033,0,0,0,0,0
Teclea nobilis,2336,"Villar_Kibale Forest, Uganda",TROP_RF,,T,E,,,N,0,0,0.457881897,0,0,0,0,0
Piper aequale,2337,Williams et al_LosTuxtlas2,TROP_RF,,S,E,B,C3,N,1.369193585,1.562292864,0.445188903,0.007481768,0,0,1.857332496,0.414973348
Piper amalago,2338,Williams et al_LosTuxtlas2,TROP_RF,,S,E,B,C3,N,1.436480696,1.559906625,0.376784748,-0.063308627,0,0,1.86923172,0.431363764
Piper auritum,2339,Williams et al_LosTuxtlas2,TROP_RF,,S,E,B,C3,N,0.624625818,1.44870632,0.574470621,0.023176941,0,0,2.537819095,0.977723605
Piper hispidum,2340,Williams et al_LosTuxtlas2,TROP_RF,,S,E,B,C3,N,1.134802791,1.481442629,0.451687196,-0.066870175,0,0,2.120573931,0.544068044
Piper lapathifolium,2341,Williams et al_LosTuxtlas2,TROP_RF,,S,E,B,C3,N,1.232325103,1.495544338,0.436370438,-0.068085224,0,0,1.986771734,0.477121255
Piper peltatum,2342,Williams et al_LosTuxtlas2,TROP_RF,,S,E,B,C3,N,0.411215523,1.361727836,0.371067862,-0.267204302,0,0,0,0
Piper umbellatum,2343,Williams et al_LosTuxtlas2,TROP_RF,,S,E,B,C3,N,0.548161196,1.521138084,0.440802053,-0.038059863,0,0,1.944482672,0.785329835
Carpinus caroliniana,2344,Williams_Linera_Mexico,TROP_FOR,,T,D,B,C3,N,0.886490725,1.643974143,0.361727836,0.005701979,0,0,0,0
Clethra mexicana,2345,Williams_Linera_Mexico,TROP_FOR,,T,,B,,N,1.054995862,1.989276135,0.146128036,0.13540417,0,0,0,0
Liquidambar styraciflua,2346,Williams_Linera_Mexico,TROP_FOR,,T,D,B,,N,0.857332496,1.675717545,0,-0.324282455,0,0,0,0
Quercus xalapensis,2347,Williams_Linera_Mexico,TROP_FOR,,T,D,B,,N,0.980003372,1.844663963,0.255272505,0.099936468,0,0,0,0
Cinnamomum barbeyanum,2348,Williams_Linera_Mexico,TROP_FOR,,T,E,B,,N,1.36361198,1.903089987,0.204119983,0.10720997,0,0,0,0
Hedyosnium maxicanum,2349,Williams_Linera_Mexico,TROP_FOR,,T,E,B,,N,0.851258349,1.666552726,0.322219295,-0.01122798,0,0,0,0
Magnolia schiedeana,2350,Williams_Linera_Mexico,TROP_FOR,,T,E,B,,N,1.561101384,1.991399828,0.322219295,0.313619123,0,0,0,0
Oreopanax xalapensis,2351,Williams_Linera_Mexico,TROP_FOR,,T,E,B,,N,1.281033367,2.040958608,0.278753601,0.319712209,0,0,0,0
Turpinia insignis,2352,Williams_Linera_Mexico,TROP_FOR,,T,E,B,,N,1.170261715,1.886056648,0.190331698,0.076388346,0,0,0,0
Acacia floribunda,2353,Wright_Oz_syd_hiP,TEMP_FOR,,T,E,B,C3,Y,1.126254826,2.098643172,0.363003426,0.461646598,2.279467086,-1.145481973,2.026656222,1.042643624
Allocasuarina sp,2354,Wright_Oz_syd_hiP,TEMP_FOR,,T,E,B,C3,Y,0,2.264747408,0.120573931,0.287035939,2.195837962,-1.171026543,1.804427526,0.975172855
Astrotricha floccosa,2355,Wright_Oz_syd_hiP,TEMP_FOR,,S,E,B,C3,N,0.791952283,1.915321525,0.200793206,0.116114732,2.264408118,-1.233420126,2.176769676,1.07400229
Correa reflexa,2356,Wright_Oz_syd_hiP,TEMP_FOR,,S,E,B,C3,N,1.066809431,1.851380589,0.099154803,-0.049464608,2.019382604,-1.476521553,1.847209341,0.649245946
Dodonaea triquetra,2357,Wright_Oz_syd_hiP,TEMP_FOR,,S,E,B,C3,N,0.906700873,1.976185386,0.278969801,0.255155187,2.387459949,-1.126187522,2.320406577,1.315766158
Eucalyptus paniculata,2358,Wright_Oz_syd_hiP,TEMP_FOR,,T,E,B,C3,N,1.11847258,2.078128859,0.034880526,0.113009385,2.118279941,-1.240629904,1.876806569,0.964997069
Eucalyptus umbra,2359,Wright_Oz_syd_hiP,TEMP_FOR,,T,E,B,C3,N,1.3932017,2.313461225,-0.040103479,0.273357746,2.067013542,-1.095474168,1.609152634,0.933545544
Gompholobium latifolium,2360,Wright_Oz_syd_hiP,TEMP_FOR,,S,E,B,C3,Y,1.422163163,1.977882127,0.233478769,0.211360896,0,-1.530756179,0,0
Lasiopetalum ferrugineum,2361,Wright_Oz_syd_hiP,TEMP_FOR,,S,E,B,C3,N,1.378560211,2.08346518,0.063690497,0.147155676,2.152380087,-1.439413566,1.884828374,0.91013627
Leptospermum polygalifolium,2362,Wright_Oz_syd_hiP,TEMP_FOR,,S,E,B,C3,N,0.866273109,1.962651069,0.115724275,0.078375345,2.311896837,-1.384136417,2.049614523,0.933875044
Lomatia silaifolia,2363,Wright_Oz_syd_hiP,TEMP_FOR,,S,E,B,C3,N,1.436067772,2.145713252,-0.208302058,-0.062588805,2.035749837,-1.349136769,1.673349224,0.769648823
Macrozamia communis,2364,Wright_Oz_syd_hiP,TEMP_FOR,,S,E,B,C3,Y,0,2.431429531,0.128812704,0.560242235,1.916731598,-0.8442946,1.41396813,0.856528247
Persoonia linearis,2365,Wright_Oz_syd_hiP,TEMP_FOR,,T,E,B,C3,N,1.608660324,2.155006496,-0.115714516,0.039291981,2.338680954,-1.146023499,1.671415295,0.869968749
Pomaderris ferruginea,2366,Wright_Oz_syd_hiP,TEMP_FOR,,S,E,B,C3,N,1.059206111,1.994436722,0.108326152,0.102762874,2.134216645,-1.392779422,1.970312094,0.878188881
Pultenea daphnoides,2367,Wright_Oz_syd_hiP,TEMP_FOR,,S,E,B,C3,Y,0.97292221,1.973801121,0.290328229,0.26412935,2.126790956,-1.469896378,1.978306677,0.982345328
Pultenea flexilis,2368,Wright_Oz_syd_hiP,TEMP_FOR,,S,E,B,C3,Y,1.218580617,1.956412312,0.309472399,0.265884711,2.272240417,-1.390375174,2.070760596,1.003868353
Synoum glandulosum,2369,Wright_Oz_syd_hiP,TEMP_FOR,,T,E,B,C3,N,1.070427464,1.964385492,0.20052301,0.164908503,1.882389789,-1.111335222,1.866528527,0.810173622
Syncarpia glomulifera,2370,Wright_Oz_syd_hiP,TEMP_FOR,,T,E,B,C3,N,1.359605052,2.172165929,-0.007106327,0.165059602,2.026848963,-1.22577408,1.759103726,0.961681782
Xylomelum pyriforme,2371,Wright_Oz_syd_hiP,TEMP_FOR,,T,E,B,C3,N,1.614962823,2.183162232,-0.061473089,0.121689143,2.164066901,-1.248636044,1.799647067,1.02039692
Acacia suaveolens,2372,Wright_Oz_syd_loP,WLAND,,S,E,B,C3,Y,1.468469859,2.3434174,0.281118755,0.624536156,2.272165001,-1.314159919,1.668301846,0.983906121
Banksia marginata,2373,Wright_Oz_syd_loP,WLAND,,S,E,B,C3,N,1.560928258,2.23095327,-0.070774389,0.160178881,2.489147884,-1.407318894,2.008000687,1.291132988
Boronia ledifolia,2374,Wright_Oz_syd_loP,WLAND,,S,E,B,C3,N,1.285723728,2.202493758,0.075949468,0.278443227,2.32707333,-1.455083561,1.737886403,0.939614737
Corymbia gummifera,2375,Wright_Oz_syd_loP,WLAND,,T,E,B,C3,N,1.163767068,2.271502219,-0.089731655,0.181770564,2.367253207,-1.251376527,1.768342873,1.113825743
Eriostemon australasius,2376,Wright_Oz_syd_loP,WLAND,,S,E,B,C3,N,1.082399446,2.166567914,0.078500779,0.245068692,2.366980551,-1.277129585,1.755983187,1.004521275
Eucalyptus haemostoma,2377,Wright_Oz_syd_loP,WLAND,,T,E,B,C3,N,1.270022415,2.300530743,0.018577764,0.319108507,2.512952413,-1.16799034,1.727028015,1.078843089
Gompholobium grandiflorum,2378,Wright_Oz_syd_loP,WLAND,,S,E,B,C3,Y,1.447143714,2.112938005,0.088565014,0.201503019,2.317966861,-1.63178949,1.632121267,0.83961372
Grevillea buxifolia,2379,Wright_Oz_syd_loP,WLAND,,S,E,B,C3,N,1.176172857,2.04082339,-0.150039022,-0.109215632,2.314123926,-1.597448774,1.773331294,0.936566769
Grevillea speciosa,2380,Wright_Oz_syd_loP,WLAND,,S,E,B,C3,N,1.272143278,2.186356736,-0.066474705,0.119882031,2.478214878,-1.433432022,1.701687637,0.945260251
Hakea dactyloides,2381,Wright_Oz_syd_loP,WLAND,,S,E,B,C3,N,1.616721206,2.407930256,-0.271747165,0.136183091,2.293723322,-1.336797239,1.653459895,1.100639311
Hakea teretifolia,2382,Wright_Oz_syd_loP,WLAND,,S,E,N,C3,N,1.321139858,2.526050864,-0.286782189,0.043369022,2.434253607,-1.347629494,1.543085677,1.150145235
Hibbertia bracteata,2383,Wright_Oz_syd_loP,WLAND,,S,E,B,C3,N,1.041518727,2.041744336,0.01721941,0.058963747,2.338707834,-1.5268919,1.731614951,0.8282695
Lambertia formosa,2384,Wright_Oz_syd_loP,WLAND,,S,E,B,C3,N,1.473056636,2.345476921,-0.218819711,0.126657211,2.343014497,-1.292795243,1.570455605,0.970608676
Leptospermum trinervium,2385,Wright_Oz_syd_loP,WLAND,,S,E,B,C3,N,1.345830404,2.109273153,-0.068756674,0.040516479,2.019294543,-1.492786838,1.565736398,0.653532133
Persoonia levis,2386,Wright_Oz_syd_loP,WLAND,,S,E,B,C3,N,1.657710803,2.26111481,-0.228700005,0.032414805,2.228777764,-1.358673948,1.659872483,0.912966947
Phyllota phylicoides,2387,Wright_Oz_syd_loP,WLAND,,S,E,B,C3,Y,1.351704188,2.076853396,0.093468673,0.170322069,2.353045616,-1.667874099,1.705418075,0.923602086
Pimelea linifolia,2388,Wright_Oz_syd_loP,WLAND,,S,E,B,C3,N,1.10318741,1.755440937,0.17169101,-0.072868053,2.380774554,-1.520283194,2.026500579,0.896845042
Acacia doratoxylon,2389,Wright_Oz_wnsw_hiP,WLAND,,S,E,B,C3,Y,1.295036094,2.34006313,0.302231341,0.642294471,2.147321016,-0.740858777,1.825915705,1.163475647
